"","P21452_153","P21452_161","P21452_165","P21452_169","P21452_173","P21452_177","P21452_181","P21452_189"
"PS_chr11_G047796",2812.046,2333.507,2613.117,2832.077,4210.51,2229.498,2017.051,3675.359
"PS_chr11_G047797",0,0,3,0,1,0,0,0
"PS_chr11_G047798",1539.699,1151.515,1526,1398.086,1913.212,1102.001,911.472,1352.113
"PS_chr11_G047799",1992.04,1798.648,2805.05,3228.626,6216.018,1958.246,2545.348,4306.38
"PS_chr11_G047800",3.612,0,0,0,2.549,0,0,0
"PS_chr11_G047801",0,0,0,0,0,0,0,0
"PS_chr11_G047802",0,0,0,0,0,0,1,0
"PS_chr11_G047803",629.346,490,1775.634,943.355,3144.472,501.067,1475.53,2603.502
"PS_chr11_G047804",0,0,0,0,0,0,0,0
"PS_chr11_G047805",7.338,0,0,0,1.089,6.954,0,10.287
"PS_chr11_G047806",0,0,0,0,0,0,0,0
"PS_chr11_G047807",2.493,1.409,0,0,0,110.662,0,0
"PS_chr11_G047808",1220.431,1293.271,1313.114,1498.526,1900.503,918.396,1005.988,1702.697
"PS_chr11_G047809",511,330,128,296.032,304,244,138.297,251.998
"PS_chr11_G047810",3510.413,3259.875,4209.645,3068.181,5874.338,2547.143,2502.877,4055.873
"PS_chr11_G047813",0,0,0,0,8,0,1,1
"PS_chr11_G047814",1662.282,1441.563,1452.17,1911.345,2559.552,1224.371,1102.578,2064.257
"PS_chr11_G047815",70,64,114,111,126.965,73,58,138.959
"PS_chr11_G047816",2203.229,1913.379,1897.981,2790.848,3375.419,1807.209,1364.172,3210.613
"PS_chr11_G047817",990.233,993.067,781,1157.334,1370.835,800.033,791.799,1093.901
"PS_chr11_G047818",88,78,144.021,125,193,66,68.008,119.721
"PS_chr11_G047819",69,70,80,104,60.054,44.411,57,63
"PS_chr11_G047820",108.276,168.72,84.733,157.374,110.868,71.324,134.658,44.565
"PS_chr11_G047821",2594.471,2700.614,1453.18,2558.963,1758.856,1799.178,1340.596,2196.594
"PS_chr11_G047822",786.891,337.524,110.999,494.845,12,339.566,6,14.881
"PS_chr11_G047823",609.344,342.372,80.691,344.968,8,317.742,4,28.573
"PS_chr11_G047824",899.071,347.103,220.311,739.475,32,382.693,2,31.517
"PS_chr11_G047825",0,0,0,0,1.001,1.001,0,0
"PS_chr11_G047826",8598.177,5532.454,2358.998,5043.101,3075.71,4457.569,2081.512,3115.766
"PS_chr11_G047827",998.297,902,2712.007,1517.423,1369.14,279,258,1120.921
"PS_chr11_G047828",28769.012,22979.181,16210.707,29933.822,28519.074,20550.729,18086.545,22445.735
"PS_chr11_G047829",37,23,164,81,120.071,13,12.003,125.173
"PS_chr11_G047830",12.467,6.92,194.197,71.149,22.612,37.781,6,25.018
"PS_chr11_G047831",21.533,4.08,389.309,46.863,21.388,13.219,6,35.982
"PS_chr11_G047832",1028.435,971.14,1198.14,1401.75,1783.407,704.129,864.144,1608.147
"PS_chr11_G047833",44,19,37,13.043,61.067,11,46.001,58
"PS_chr11_G047834",2947.217,3404.715,2575.418,3166.076,3143.712,2321.111,1479.502,2642.269
"PS_chr11_G047835",199.162,234,121,169.682,68.851,130.358,33,65.277
"PS_chr11_G047836",145,72,122,148,94,95,52,83.069
"PS_chr11_G047837",397.333,367.029,552.163,829.456,771.889,373.365,531.866,650.139
"PS_chr11_G047839",0,0,0,0,0,0,0,0
"PS_chr11_G047840",735.303,522.448,814.298,985.734,570.259,706.956,117,479.963
"PS_chr11_G047841",993.213,860.145,633.002,927.824,851.516,820.471,391.001,686.491
"PS_chr11_G047843",138.081,153,157.095,98.475,225.793,108.938,124.43,163.943
"PS_chr11_G047844",0,0,0,0,0,0,0,0
"PS_chr11_G047845",0,0,0,2,0,5.005,0,5.967
"PS_chr11_G047846",0,3.265,5,0,1,4.995,0,6.074
"PS_chr11_G047847",4,2.735,6,5,5,12,18,24.959
"PS_chr11_G047848",0,0,0,1,0,0,1,2
"PS_chr11_G047849",69,17,207.833,109,203,68,28,118.028
"PS_chr11_G047850",0,0,0,0,0,0,0,0
"PS_chr11_G047851",0,0,0,0,0,0,0,0
"PS_chr11_G047852",772.285,651.161,617.155,525.139,521.167,530.592,195.284,498.548
"PS_chr11_G047853",28.429,57.888,4.413,46.066,15.468,37.676,18.901,11.683
"PS_chr11_G047854",0,0,0,0,0,0,0,0
"PS_chr11_G047855",0,0,0,0,0,0,0,0
"PS_chr11_G047856",0,0,0,0,3,0,3,1
"PS_chr11_G047857",49,86.012,409.966,112,492.889,46.008,173.884,245.653
"PS_chr11_G047858",2152.956,2424.498,3290.374,2819.715,4588.497,2137.902,2246.656,4256.447
"PS_chr11_G047859",3460.651,2849.106,2520.863,2823.508,2873.318,2540.249,933.86,2366.852
"PS_chr11_G047860",693.031,757.087,1054.657,731.21,1268.463,518.033,746.364,1293.406
"PS_chr11_G047861",110,82,77,119.827,178.036,71,87,212
"PS_chr11_G047862",3085.408,2188.852,2450.442,3089.376,4025.945,2134.171,1446.395,3241.644
"PS_chr11_G047864",134,129.001,183.233,247,142.44,94,83.965,201.381
"PS_chr11_G047865",12,1,40,1,16,0,48,27
"PS_chr11_G047866",0,0,0,0,0,0,0,0
"PS_chr11_G047867",5032.929,5477.403,4897.965,5600.991,6499.972,4248.573,3209.466,5296.203
"PS_chr11_G047868",0,0,0,0,1,0,0,0
"PS_chr11_G047869",424.339,492.928,817.074,522.647,957.82,376,476.833,895.691
"PS_chr11_G047871",35,4,14,9,7,9,0,0
"PS_chr11_G047872",0,0,0,0,0,0,0,0
"PS_chr11_G047873",0,0,0,0,0,0,0,0
"PS_chr11_G047874",91,57,31,33,27,75,11,57.004
"PS_chr11_G047875",76,61,141,107,304.063,77,107.01,222
"PS_chr11_G047876",252,98,148,174.038,195.101,87,85,290.12
"PS_chr11_G047878",0,0,0,0,0,0,0,0
"PS_chr11_G047879",0,0,0,0,1,0,0,0
"PS_chr11_G047880",0,0,0,0,0,0,0,0
"PS_chr11_G047881",1,0,5,4,25,14,4,12
"PS_chr11_G047882",0,0,24,4.955,54,0,11,55
"PS_chr11_G047883",5,4,0,6.045,0,3,0,0
"PS_chr11_G047884",266.288,122.388,223.863,287.639,516.624,192.143,234.246,581.387
"PS_chr11_G047885",1,1,0,2,0,3,1.053,0
"PS_chr11_G047887",228.137,219.995,37,14,258.146,3,105.24,534.669
"PS_chr11_G047888",0,0,0,0,0,0,0,0
"PS_chr11_G047889",96.797,91.778,0,0,68.863,0,0,203.35
"PS_chr11_G047890",0,0,0,0,0,0,0,0
"PS_chr11_G047891",1,3,0,0,0,0,0,2
"PS_chr11_G047892",9.117,12.164,58.316,42.642,39.639,10.265,166.312,37.346
"PS_chr11_G047893",1,5,0,1,0,8,1,0
"PS_chr11_G047894",60.34,39.932,0,0,47.022,0,0,71.526
"PS_chr11_G047895",0,0,6,0,0,0,0,0
"PS_chr11_G047896",30.274,13.733,2,0,10.174,0,2,15.775
"PS_chr11_G047897",54.632,0,125.9,0,351.961,0,0,0
"PS_chr11_G047898",502.017,60,493.586,620.154,1812.743,330.631,32,136.812
"PS_chr11_G047899",0,0,0,0,1,0,0,0
"PS_chr11_G047900",8.26,0,0,3.366,39.204,0,1.36,8.507
"PS_chr11_G047901",5.576,0,2.709,0,3.7,0,0,0
"PS_chr11_G047902",10.745,0,0,4.704,87.676,6,7.64,8.417
"PS_chr11_G047904",0,0,0,0,0,0,0,0
"PS_chr11_G047905",0,0,0,0,0,0,0,0
"PS_chr11_G047906",34.437,4,17.081,1.929,96.29,0,0,0
"PS_chr11_G047907",0,0,0,0,0,0,0,0
"PS_chr11_G047908",16.859,1.421,0,2,96.85,0,0,6
"PS_chr11_G047909",22.758,1.579,0,0,40.697,0,3,0
"PS_chr11_G047910",0,0,0,0,0,0,0,0
"PS_chr11_G047911",31.365,0,1.21,0,70.582,0,0,5.075
"PS_chr11_G047912",559,455,605,649.48,776.402,496.012,356.001,465.853
"PS_chr11_G047913",16,14,35.038,12,62.01,6,35.001,99
"PS_chr11_G047914",5,0,0,0,15,4,2,15
"PS_chr11_G047915",0,0,0,0,0,0,0,0
"PS_chr11_G047916",547.997,529.878,1217.232,638.329,1780.687,244.173,1396.523,986.703
"PS_chr11_G047917",0,6.025,0,0,0,0,0,0
"PS_chr11_G047918",31,15.975,79.031,33,135.713,25,66,89.412
"PS_chr11_G047919",9,24,44,5,55,2,7.207,77
"PS_chr11_G047920",691.175,505.149,585.325,659.889,912.216,440.443,386.529,748.335
"PS_chr11_G047922",0,0,1,2.002,0,0,0,0
"PS_chr11_G047923",1438.817,1082,1063.414,1128.141,2226.362,1042.899,1276.326,1552.22
"PS_chr11_G047924",18,22,87,47,77,27,29,58
"PS_chr11_G047925",4378.692,3664.717,3127.717,4316.246,3706.673,2723.609,1632.907,3010.624
"PS_chr11_G047926",3,1,4.999,2,9.799,0,7.803,26.134
"PS_chr11_G047927",66,44,159.095,160.562,130.069,57,17,147.396
"PS_chr11_G047929",345.23,347,720.306,336.043,877.585,351.256,433,611.37
"PS_chr11_G047930",568,466.026,640.475,586.491,803.505,445,302.548,612.243
"PS_chr11_G047932",1044.443,1247.154,1324.37,1256.051,1762.334,809.113,962.965,1638.026
"PS_chr11_G047934",0,0,0,0,0,0,0,0
"PS_chr11_G047935",0,0,0,3,0,6,1.072,4
"PS_chr11_G047938",0,0,11,0,1.071,0,0,0
"PS_chr11_G047939",1515.501,1430.567,1993.119,3203.293,3485.963,1271.494,2308.322,2550.207
"PS_chr11_G047940",0,4,0,1,5,0,2,0
"PS_chr11_G047941",20,29,11,19,58,12,17,60
"PS_chr11_G047942",3,7,1,2,4,2,1,4
"PS_chr11_G047943",989.23,1169.014,1245.197,1043.929,1850.095,510,801.899,1424.167
"PS_chr11_G047944",2,1,3,0,0,0,0,2
"PS_chr11_G047945",203.69,90.782,406.396,95.256,349.15,201.581,328.958,565.808
"PS_chr11_G047946",152.257,29.269,196.134,243.094,1165.006,104.798,640.528,347.634
"PS_chr11_G047947",265.091,359.05,988.957,463.809,814.636,248.277,513.822,935.4
"PS_chr11_G047948",30,45.039,17,62.808,14.51,46.025,8.002,21.421
"PS_chr11_G047950",1,0,6,0,5,0,2,1
"PS_chr11_G047951",2242.406,1554.076,1460.963,1709.619,1497.795,1257.032,463.996,1621.378
"PS_chr11_G047952",0,0,0,0,0,0,0,0
"PS_chr11_G047953",0,0,0,0,0,0,0,0
"PS_chr11_G047954",0,0,0,0,0,0,0,0
"PS_chr11_G047955",2812.509,2391.93,198.388,3141.894,225.938,1861.57,110,175.349
"PS_chr11_G047956",7,0,0,10,1,0,6,2.152
"PS_chr11_G047957",7,6,32.097,11.009,14.551,6.028,15.91,69.082
"PS_chr11_G047960",0,0,0,0,0,0,0,1
"PS_chr11_G047961",207.756,11.033,883.676,322.845,784.887,7.005,2116.705,2804.057
"PS_chr11_G047962",2,0,0,0,0,5,0,5
"PS_chr11_G047963",831.607,933.416,13076.478,1335.924,36064.973,1167.891,25052.064,31307.33
"PS_chr11_G047964",0,0,2,0,3,0,0,0
"PS_chr11_G047965",76.065,85.806,36.277,92.68,171.212,55.518,39.01,114.456
"PS_chr11_G047966",717.424,422.681,890.364,962.744,1354.877,524.889,548.774,1178.24
"PS_chr11_G047969",112.576,128.651,124.636,68.614,85.651,66.111,64.608,90.333
"PS_chr11_G047970",521.979,460.977,690,454.047,677.678,442.417,326.741,605.969
"PS_chr11_G047971",482.413,553.908,666.885,638.706,877.937,466.384,432.669,674.521
"PS_chr11_G047972",29.931,30.835,74,75,58,44,5,21
"PS_chr11_G047973",0,0,0,0,0,0,0,0
"PS_chr11_G047974",0,0,0,0,0,0,0,0
"PS_chr11_G047975",0,0,0,0,0,0,0,0
"PS_chr11_G047976",1256.274,1166.542,966.946,1358.128,1542.959,895.512,585.052,1230.097
"PS_chr11_G047977",402,285,315.984,353,622.177,295.304,264.123,426.145
"PS_chr11_G047981",8,4,2,3,42.844,4,1,25
"PS_chr11_G047982",2462.836,1716.199,775.997,1304.551,1070.748,1405.861,644.586,964.527
"PS_chr11_G047983",22,12,18,31,4,9,0,0
"PS_chr11_G047984",8,3,5.246,33.365,0,13.822,1,19.362
"PS_chr11_G047985",26,7,28.754,48.663,9,13.178,3,17.638
"PS_chr11_G047986",12.01,0,2,22.004,0,4.452,0,0
"PS_chr11_G047987",0,0,0,0,0,0,0,0
"PS_chr11_G047988",2.99,8,0,10.996,2,4.548,0,0
"PS_chr11_G047989",111.142,158.251,303.986,92,541.001,58,431.77,649.111
"PS_chr11_G047990",328,351,639,884.609,1726.553,190,1422.181,1561.122
"PS_chr11_G047992",0,0,1,0,0,0,0,0
"PS_chr11_G047993",0,0,0,0,0,0,0,0
"PS_chr11_G047994",0,0,0,0,0,0,0,0
"PS_chr11_G047995",16,31,48,27,94,5,68.592,121.173
"PS_chr11_G047996",1674.813,1190.315,1864.592,1962.447,2809.617,1255.441,1185.953,2099.426
"PS_chr11_G047998",0,0,0,0,0,0,0,3
"PS_chr11_G047999",8.814,33.188,32.475,8.328,1.491,0,56.612,49.133
"PS_chr11_G048000",0,0,9,11,3,0,0,0
"PS_chr11_G048001",21,5,75,23,97,5,13,97.076
"PS_chr11_G048002",27,39,18,77.095,20,33,5,14
"PS_chr11_G048003",197,120.059,222.008,165.024,277.208,99,217,367.998
"PS_chr11_G048004",0,5,7,1,0,0,0,0
"PS_chr11_G048005",0,0,3,0,0,0,0,0
"PS_chr11_G048006",11,4,9,10,4,0,0,1
"PS_chr11_G048007",2,0,2,4,0,1,0,1
"PS_chr11_G048008",55,23,56,81.001,104.378,26,32,98
"PS_chr11_G048009",20,21,25,75.641,36,19,9,28
"PS_chr11_G048010",0,0,0,0,0,0,0,0
"PS_chr11_G048011",0,0,2,0,0,1,7,12
"PS_chr11_G048012",210.878,168.536,687.758,443.014,907.688,125,388.314,629.11
"PS_chr11_G048015",0,0,0,0,0,0,0,0
"PS_chr11_G048016",559,427.043,601.984,528.119,931.726,444.224,331.217,716.01
"PS_chr11_G048020",426,433.542,407,484.745,858.592,216,448.071,713.172
"PS_chr11_G048023",882.633,811.519,705.004,966.588,1057.43,652.388,302.275,690.117
"PS_chr11_G048024",0,0,0,0,0,0,0,0
"PS_chr11_G048025",0,0,0,0,0,0,0,0
"PS_chr11_G048026",0,0,0,0,0,0,0,0
"PS_chr11_G048027",0,2,0,1,0,0,0,0
"PS_chr11_G048028",5,5,10,3,10,3,1,1
"PS_chr11_G048029",13.814,28.007,40.87,57,53,36,38,38.98
"PS_chr11_G048030",58.762,53,321.817,8,243.839,11,40,231.849
"PS_chr11_G048031",3.424,3,26.183,10,14.162,5,17.591,33.152
"PS_chr11_G048032",1661.791,1630.375,3012.54,2129.387,4188.739,1248.069,1409.914,3865.478
"PS_chr11_G048033",134.76,161.152,134.758,161.864,42.468,105.557,8,14.037
"PS_chr11_G048034",168.642,107.283,39.242,239.227,1.047,153.342,2,19.998
"PS_chr11_G048035",735.398,758.017,96.128,356.649,119.167,442.258,70.58,174.72
"PS_chr11_G048037",720.55,881.525,556.053,584.088,605.345,540.177,172.956,559.595
"PS_chr11_G048038",640.138,1038.775,470.762,703.252,273.328,898.241,44.001,253.667
"PS_chr11_G048039",69.959,53.503,14.756,87.052,32.55,100.91,0,10.8
"PS_chr11_G048040",668.913,270.346,243.97,1249.976,108.096,1186.087,11.974,158.847
"PS_chr11_G048041",469.519,749.689,382.321,975.484,158.617,1344.017,13.004,217.712
"PS_chr11_G048042",122.877,19.974,309.974,110.094,47.524,97.798,25.849,56.4
"PS_chr11_G048043",53.614,36.927,332.888,152.897,36.479,17.053,20.151,11.605
"PS_chr11_G048044",36,27,4,8,25,23,0,13
"PS_chr11_G048045",508.103,593.063,553.255,609.339,958.945,694.241,577.731,1296.444
"PS_chr11_G048046",1.001,0,0,1,1.003,0,0,0
"PS_chr11_G048047",14.02,10,22,38,27,36,16,22
"PS_chr11_G048048",1,0,0,0,0,0,7,0
"PS_chr11_G048049",216,269.996,361.052,314.913,491.416,253,306.248,435.675
"PS_chr11_G048050",468.464,393.461,550.125,369.082,803.207,317.002,245.231,540.217
"PS_chr11_G048051",0,0,0,0,0,0,0,0
"PS_chr11_G048053",0,0,0,0,0,0,0,0
"PS_chr11_G048056",431.629,525.706,430.068,422.506,601.245,344.939,244.4,470.908
"PS_chr11_G048057",0,0,0,0,0,0,0,1
"PS_chr11_G048058",0,0,2,5,1,0,2,0
"PS_chr11_G048059",664.502,445.924,717.334,863.148,600.449,297.203,318.279,542.99
"PS_chr11_G048060",1,0,7,7,9,3,0,13
"PS_chr11_G048061",5,2,53,60,5,15,0,7
"PS_chr11_G048062",682,797.748,711.443,842.492,1156.501,578.46,358.203,880.222
"PS_chr11_G048063",0,0,0,0,0,0,0,0
"PS_chr11_G048064",2,1,0,2,0,13,0,0
"PS_chr11_G048065",793.83,585,700.363,742.515,1419.986,883.107,511.153,839.318
"PS_chr11_G048067",2146.271,1534.789,1818.632,2308.688,2773.142,1699.011,1336.096,2092.323
"PS_chr11_G048068",2480.488,1088.31,593.111,2482.013,867.017,1056.403,383.727,756.803
"PS_chr11_G048069",0,0,0,0,0,0,0,0
"PS_chr11_G048073",1,0,0,1,0,1,0,0
"PS_chr11_G048074",833.457,523.132,755.109,647.751,1561.729,651.2,707.675,1413.473
"PS_chr11_G048085",683.997,599.612,174.141,642.768,220.042,640.587,112.154,247.788
"PS_chr11_G048086",1099.505,412.368,228.858,727.125,317.368,364.586,442.029,744.982
"PS_chr11_G048088",0,0,0,0,2,0,0,0
"PS_chr11_G048089",0,3,4.032,0,1,1.037,1,0
"PS_chr11_G048095",0,0,0,4,0,0,2.403,3.086
"PS_chr11_G048096",1022.41,687.107,690.381,814.907,1040.868,1100.441,736.127,750.329
"PS_chr11_G048098",5,0,0,1,1,0,1,4
"PS_chr11_G048101",2,0,3,1,8,11,14.306,18.92
"PS_chr11_G048102",835.638,664.308,250.242,718.464,870.61,408.288,174.776,426.941
"PS_chr11_G048103",13.722,4.242,7.251,5.983,9.759,0,5.779,1.429
"PS_chr11_G048104",1381.275,1302.647,686.931,1880.841,1529.088,1236.574,579.534,927.457
"PS_chr11_G048105",31.087,53.699,1.885,45.346,13.361,43.094,0,8.875
"PS_chr11_G048106",63.299,126.134,105.126,113.095,0,0,0.993,0
"PS_chr11_G048107",0,0,47.662,0,0,55.589,53.68,0
"PS_chr11_G048108",6444.257,7643.232,1573.958,2665.224,6886.127,1562.689,1023.926,1560.675
"PS_chr11_G048109",30.27,0,41.878,43.507,43.905,0,13.222,42.697
"PS_chr11_G048110",0,0,0,1,0,0,0,2
"PS_chr11_G048113",3898.161,2223.06,409.456,2813.91,775.35,3403.541,152.467,411.263
"PS_chr11_G048118",556.976,380,920.064,1158.493,624.763,577.93,576.824,1161.6
"PS_chr11_G048119",2544.165,2284.154,2772.689,2707.419,4665.914,1966.726,2097.503,3720.422
"PS_chr11_G048120",0,0,0,0,0,0,0,0
"PS_chr11_G048121",165,115,83.185,204.184,179.118,134.002,49.01,101
"PS_chr11_G048122",0,0,2,0,0,1,0,0
"PS_chr11_G048127",3760.794,3063.58,4343.674,4085.149,6331.998,2560.427,3137.34,5148.822
"PS_chr11_G048130",797.75,831.498,1200.56,1203.755,1706.767,652.229,1045.482,1536.766
"PS_chr11_G048131",548.133,1115.889,592.303,474.571,1317.239,355.008,606.489,571.345
"PS_chr11_G048132",939.391,790.821,776.253,872.361,1588,618.01,763.712,1219.267
"PS_chr11_G048133",292.844,430.893,196.44,211.793,233.625,116.429,166.487,198.93
"PS_chr11_G048134",117,112,107.999,127,90,76,50,71
"PS_chr11_G048135",0,0,1,0,2.003,0,0,3
"PS_chr11_G048136",306.24,279,399.017,310.021,529.879,217.355,250.275,382
"PS_chr11_G048138",2951.153,2621.886,2071.778,2524.217,3103.384,2034.834,1249.432,2520.082
"PS_chr11_G048140",375.194,311.307,514.201,360.025,564.428,248.127,265.286,383.33
"PS_chr11_G048142",0,0,1,0,0,0,0,6
"PS_chr11_G048143",0,0,0,0,0,0,0,0
"PS_chr11_G048144",3.814,0,5.213,5.145,0,4.875,20.047,38.837
"PS_chr11_G048145",0,4,0,0,0,0,0,0
"PS_chr11_G048146",413.126,304.742,846.123,571.257,425.353,368.998,432.488,801.961
"PS_chr11_G048148",0,0,0,0,0,0,0,17.431
"PS_chr11_G048149",2,12,12,11,6,6,2,12
"PS_chr11_G048150",0,0,0,0,0,0,0,0
"PS_chr11_G048151",842.012,622.874,2193.008,1281.656,3399.742,889.029,1492.131,2294.029
"PS_chr11_G048152",21,11,25,28,45.03,63,23,26
"PS_chr11_G048153",1463.995,1153.1,1383.819,1878.674,2679.108,872,1081.541,2243.249
"PS_chr11_G048154",438,511.286,747.24,350.291,1047.143,403.007,556.837,752.549
"PS_chr11_G048155",21,111.405,115.782,0,0,153.958,35.01,137.11
"PS_chr11_G048156",157,159,180,199.013,184.224,159.99,73.07,184.146
"PS_chr11_G048157",0,0,0,0,0,0,1.07,0
"PS_chr11_G048159",1140.003,907.132,1269.278,1447.742,1819.055,915.65,773.544,1612.679
"PS_chr11_G048160",779.23,997.9,3415.515,1137.79,6288.268,700.082,2984.984,4773.185
"PS_chr11_G048161",915.189,745.811,1283.713,928.421,1593.685,652.245,664.532,1282.651
"PS_chr11_G048163",0,0,0,0,0,0,0,0
"PS_chr11_G048164",718,549.329,1100.015,670.105,1572.595,540.989,874.939,1562.704
"PS_chr11_G048165",0,0,0,0,0,0,0,0
"PS_chr11_G048166",40,37,150.133,108,106.047,37,56,163.983
"PS_chr11_G048167",531.151,474.999,428.066,622.353,670.104,578.056,300.06,399.621
"PS_chr11_G048168",145.162,80.478,251.966,168.542,212.415,108.764,138.627,236.99
"PS_chr11_G048170",2859.774,2396.933,2886.978,2738.141,5006.441,2321.12,2221.181,4341.123
"PS_chr11_G048171",34,49,46,74,72,36,54,76.862
"PS_chr11_G048172",126,82,132,230.318,305,143,106.002,240.002
"PS_chr11_G048173",3597.677,3062.161,2922.199,4276.271,4795.346,2214.896,2006.09,3924.93
"PS_chr11_G048174",0,0,0,0,0,0,0,0
"PS_chr11_G048175",761.351,501.534,904.744,931.506,1851.604,588.237,652.318,1413.073
"PS_chr11_G048176",0,0,1,0,0,0,0,0
"PS_chr11_G048178",605.63,566.064,760.3,587.603,953.045,447.987,395.07,1404.746
"PS_chr11_G048179",92,105.002,185.141,149,266,125.262,226.631,285.336
"PS_chr11_G048180",254.041,397.911,427.152,244.02,578.882,194,129.01,240.217
"PS_chr11_G048181",2358.081,1996.73,1724.164,2169.913,2292.638,1679.227,1000.239,1701.565
"PS_chr11_G048183",122,68,388.986,117,536.716,107,563.26,1348.916
"PS_chr11_G048184",121.539,27.626,26.87,39.8,59.525,193.481,20.728,65.105
"PS_chr11_G048185",2883.201,2546.31,2834.739,3508.888,4319.076,2051.192,1723.416,3466.965
"PS_chr11_G048187",0,3,1,0,1,0,0,0
"PS_chr11_G048188",0,0,0,0,0,0,0,0
"PS_chr11_G048189",393,505.198,369.068,570.923,448.045,315.047,214.003,493.99
"PS_chr11_G048190",1509.982,1328.047,1697.191,1403.958,2674.217,1318.932,1234.126,2469.143
"PS_chr11_G048191",2126.72,1483.995,129,645,119,706.897,183.906,298
"PS_chr11_G048192",3920.053,1302.248,2709.821,3768.765,979.683,608.321,372,1433.4
"PS_chr11_G048193",9,1,6,0,51.004,3,15,57
"PS_chr11_G048194",208,162,801.623,62,194,96,61.063,142
"PS_chr11_G048195",37,42,97,177.999,118.002,75,50.009,84.01
"PS_chr11_G048196",2139.359,1561.224,1001.777,1776.167,1432.546,1097.667,914.682,2147.273
"PS_chr11_G048197",95,119,228,124.806,586,92.051,103,882.624
"PS_chr11_G048198",1610.021,1102.257,664.334,1348.606,897.708,1008,269.832,762.065
"PS_chr11_G048199",0,0,0,0,0,0,0,0
"PS_chr11_G048200",0,0,0,0,0,0,0,0
"PS_chr11_G048201",0,0,0,0,0,0,0,0
"PS_chr11_G048202",0,0,0,0,0,0,0,0
"PS_chr11_G048203",0,0,0,0,0,0,0,2
"PS_chr11_G048204",0,0,0,0,0,0,0,0
"PS_chr11_G048205",0,0,0,0,0,0,0,0
"PS_chr11_G048206",145.271,112.58,69.815,152.229,137.325,119.707,90.16,148.026
"PS_chr11_G048207",0,0,0,1,0,0,0,0
"PS_chr11_G048208",152,122,200,111.529,46,10,228.938,299.099
"PS_chr11_G048209",2218.952,1697.331,2757.814,2390.56,4963.856,1567.078,1959.617,3984.056
"PS_chr11_G048210",1354.635,1165,1254.9,1298.833,2205.992,1016.002,1288.178,2317.879
"PS_chr11_G048211",23,2,0,10.006,9,21,1,6
"PS_chr11_G048212",3172,2407.674,3622.664,3024.175,5831.542,2270.915,2266.454,3628.129
"PS_chr11_G048214",0,2,1,1,0,2,0,1
"PS_chr11_G048215",151,126,151,143,255,97,142.101,144.002
"PS_chr11_G048216",0,0,0,1,0,0,0,0
"PS_chr11_G048217",1851.044,1493.436,2692.607,2219.301,4184.029,1199.801,1916.337,3172.16
"PS_chr11_G048220",0,0,0,0,0,0,0,2
"PS_chr11_G048223",1.081,0,1,6,9.352,2,6,19
"PS_chr11_G048224",0,0,0,0,0,0,0,0
"PS_chr11_G048226",0,0,0,0,4,0,0,3
"PS_chr11_G048228",2797.241,2662.529,2401.843,2939.718,3136.128,2075.469,1748.255,2831.515
"PS_chr11_G048230",0,0,0,0,0,0,0,0
"PS_chr11_G048232",115.062,103,97,148.678,120,62.083,45,77
"PS_chr11_G048234",0,0,0,0,0,0,0,0
"PS_chr11_G048235",1194.914,1132.002,1645.076,1280.136,3041.155,1392.344,1307.252,2755.762
"PS_chr11_G048236",57.152,72,40,84.173,65,13,30.06,61
"PS_chr11_G048237",0,0,0,5,0,2,0,2
"PS_chr11_G048238",112,52,192.083,100,195.123,82.045,58,119.2
"PS_chr11_G048240",0,1.07,0,1.087,0,0,0,2.247
"PS_chr11_G048241",160.039,73.067,112.124,74.018,177,68.001,38,113.914
"PS_chr11_G048243",23,8,30,44,28,24,12,61
"PS_chr11_G048244",385.009,303.001,564.052,354.797,1110.811,270.005,633.079,948.827
"PS_chr11_G048247",481.223,736.396,893.169,1069.563,1340.828,445.79,651.184,1027.43
"PS_chr11_G048248",479.045,674.848,1744.617,1010.666,647.844,411.513,237.39,926.032
"PS_chr11_G048249",24109.28,25220.762,31770.357,28178.619,42759.75,16397.254,20580.868,33748.365
"PS_chr11_G048250",4,10,22,23,18,2,5,23
"PS_chr11_G048251",494.626,425,501,604.128,453.358,475.075,273.011,400.935
"PS_chr11_G048252",1489.957,1317.944,1604.598,1489.132,2200.016,1039.143,1408.752,2177.379
"PS_chr11_G048253",42,65,184.986,65,491.533,71,290.115,554.705
"PS_chr11_G048254",696.089,767.332,1422.497,966.998,2206.663,672.403,1255.158,1931.561
"PS_chr11_G048255",33,51,327.01,216,133.523,39,165,147.028
"PS_chr11_G048256",2005.322,1772.687,824.002,2332.857,1312.931,1437.17,589.071,934.732
"PS_chr11_G048257",170,160,240.096,191,115.903,146,64,262.336
"PS_chr11_G048258",84.995,134,123.021,84,207.907,43,47,203.985
"PS_chr11_G048259",88.968,89.97,203.668,112.418,93.498,39.447,74.819,226.641
"PS_chr11_G048260",111.037,59.03,193.333,88.582,199.773,60.553,34.181,244.715
"PS_chr11_G048261",64,29,94,115,121,80,33,125.256
"PS_chr11_G048262",101,105,168.002,165,384.02,128,157.016,205.023
"PS_chr11_G048265",504.052,411.026,555.113,546.807,1194.526,392.018,536.094,993.431
"PS_chr11_G048267",1231.09,1184.13,1645.854,1215.208,2517.527,952.39,1000.562,1775.459
"PS_chr11_G048269",0,0,0,0,0,0,0,0
"PS_chr11_G048270",1,0,0,0,1,0,0,1
"PS_chr11_G048271",62,10,13,18,144,69.271,0,7
