PS_chr01_G000001.mRNA.3	PS_chr01_G000001
PS_chr10_G044569.mRNA.1	PS_chr10_G044569
PS_chr10_G044570.mRNA.1	PS_chr10_G044570
PS_chr10_G044571.mRNA.1	PS_chr10_G044571
PS_chr10_G044572.mRNA.1	PS_chr10_G044572
PS_chr10_G044574.mRNA.1	PS_chr10_G044574
PS_chr10_G044575.mRNA.1	PS_chr10_G044575
PS_chr10_G044576.mRNA.1	PS_chr10_G044576
PS_chr10_G044577.mRNA.1	PS_chr10_G044577
PS_chr10_G044578.mRNA.1	PS_chr10_G044578
PS_chr10_G044579.mRNA.4	PS_chr10_G044579
PS_chr10_G044581.mRNA.1	PS_chr10_G044581
PS_chr10_G044582.mRNA.2	PS_chr10_G044582
PS_chr10_G044583.mRNA.1	PS_chr10_G044583
PS_chr10_G044586.mRNA.1	PS_chr10_G044586
PS_chr10_G044587.mRNA.2	PS_chr10_G044587
PS_chr10_G044588.mRNA.2	PS_chr10_G044588
PS_chr10_G044589.mRNA.1	PS_chr10_G044589
PS_chr10_G044590.mRNA.1	PS_chr10_G044590
PS_chr10_G044591.mRNA.2	PS_chr10_G044591
PS_chr10_G044592.mRNA.1	PS_chr10_G044592
PS_chr10_G044593.mRNA.1	PS_chr10_G044593
PS_chr10_G044594.mRNA.1	PS_chr10_G044594
PS_chr10_G044595.mRNA.2	PS_chr10_G044595
PS_chr10_G044596.mRNA.2	PS_chr10_G044596
PS_chr10_G044597.mRNA.6	PS_chr10_G044597
PS_chr10_G044598.mRNA.1	PS_chr10_G044598
PS_chr10_G044599.mRNA.2	PS_chr10_G044599
PS_chr10_G044600.mRNA.2	PS_chr10_G044600
PS_chr10_G044601.mRNA.1	PS_chr10_G044601
PS_chr10_G044602.mRNA.1	PS_chr10_G044602
PS_chr10_G044603.mRNA.1	PS_chr10_G044603
PS_chr10_G044604.mRNA.1	PS_chr10_G044604
PS_chr10_G044605.mRNA.2	PS_chr10_G044605
PS_chr10_G044606.mRNA.1	PS_chr10_G044606
PS_chr10_G044607.mRNA.1	PS_chr10_G044607
PS_chr10_G044609.mRNA.1	PS_chr10_G044609
PS_chr10_G044610.mRNA.1	PS_chr10_G044610
PS_chr10_G044611.mRNA.1	PS_chr10_G044611
PS_chr10_G044612.mRNA.1	PS_chr10_G044612
PS_chr10_G044613.mRNA.1	PS_chr10_G044613
PS_chr10_G044614.mRNA.1	PS_chr10_G044614
PS_chr10_G044615.mRNA.1	PS_chr10_G044615
PS_chr10_G044616.mRNA.1	PS_chr10_G044616
PS_chr10_G044617.mRNA.1	PS_chr10_G044617
PS_chr10_G044618.mRNA.1	PS_chr10_G044618
PS_chr10_G044619.mRNA.1	PS_chr10_G044619
PS_chr10_G044620.mRNA.1	PS_chr10_G044620
PS_chr10_G044621.mRNA.1	PS_chr10_G044621
PS_chr10_G044625.mRNA.1	PS_chr10_G044625
PS_chr10_G044626.mRNA.1	PS_chr10_G044626
PS_chr10_G044627.mRNA.6	PS_chr10_G044627
PS_chr10_G044628.mRNA.6	PS_chr10_G044628
PS_chr10_G044629.mRNA.1	PS_chr10_G044629
PS_chr10_G044630.mRNA.1	PS_chr10_G044630
PS_chr10_G044631.mRNA.1	PS_chr10_G044631
PS_chr10_G044632.mRNA.1	PS_chr10_G044632
PS_chr10_G044633.mRNA.2	PS_chr10_G044633
PS_chr10_G044634.mRNA.2	PS_chr10_G044634
PS_chr10_G044635.mRNA.1	PS_chr10_G044635
PS_chr10_G044636.mRNA.1	PS_chr10_G044636
PS_chr10_G044637.mRNA.1	PS_chr10_G044637
PS_chr10_G044639.mRNA.1	PS_chr10_G044639
PS_chr10_G044638.mRNA.3	PS_chr10_G044638
PS_chr10_G044640.mRNA.1	PS_chr10_G044640
PS_chr10_G044641.mRNA.1	PS_chr10_G044641
PS_chr10_G044642.mRNA.1	PS_chr10_G044642
PS_chr10_G044643.mRNA.1	PS_chr10_G044643
PS_chr10_G044645.mRNA.1	PS_chr10_G044645
PS_chr10_G044646.mRNA.1	PS_chr10_G044646
PS_chr10_G044647.mRNA.1	PS_chr10_G044647
PS_chr10_G044648.mRNA.1	PS_chr10_G044648
PS_chr10_G044649.mRNA.1	PS_chr10_G044649
PS_chr10_G044650.mRNA.2	PS_chr10_G044650
PS_chr10_G044651.mRNA.1	PS_chr10_G044651
PS_chr10_G044652.mRNA.1	PS_chr10_G044652
PS_chr10_G044653.mRNA.1	PS_chr10_G044653
PS_chr10_G044654.mRNA.1	PS_chr10_G044654
PS_chr10_G044655.mRNA.4	PS_chr10_G044655
PS_chr10_G044657.mRNA.1	PS_chr10_G044657
PS_chr10_G044658.mRNA.1	PS_chr10_G044658
PS_chr10_G044659.mRNA.1	PS_chr10_G044659
PS_chr10_G044660.mRNA.1	PS_chr10_G044660
PS_chr10_G044661.mRNA.1	PS_chr10_G044661
PS_chr10_G044662.mRNA.1	PS_chr10_G044662
PS_chr10_G044663.mRNA.1	PS_chr10_G044663
PS_chr10_G044664.mRNA.1	PS_chr10_G044664
PS_chr10_G044665.mRNA.1	PS_chr10_G044665
PS_chr10_G044666.mRNA.1	PS_chr10_G044666
PS_chr10_G044667.mRNA.1	PS_chr10_G044667
PS_chr10_G044668.mRNA.1	PS_chr10_G044668
PS_chr10_G044669.mRNA.2	PS_chr10_G044669
PS_chr10_G044670.mRNA.2	PS_chr10_G044670
PS_chr10_G044671.mRNA.1	PS_chr10_G044671
PS_chr10_G044672.mRNA.2	PS_chr10_G044672
PS_chr10_G044673.mRNA.1	PS_chr10_G044673
PS_chr10_G044674.mRNA.2	PS_chr10_G044674
PS_chr10_G044675.mRNA.1	PS_chr10_G044675
PS_chr10_G044676.mRNA.1	PS_chr10_G044676
PS_chr10_G044677.mRNA.1	PS_chr10_G044677
PS_chr10_G044678.mRNA.1	PS_chr10_G044678
PS_chr10_G044679.mRNA.1	PS_chr10_G044679
PS_chr10_G044680.mRNA.1	PS_chr10_G044680
PS_chr10_G044681.mRNA.1	PS_chr10_G044681
PS_chr10_G044682.mRNA.1	PS_chr10_G044682
PS_chr10_G044683.mRNA.1	PS_chr10_G044683
PS_chr10_G044684.mRNA.1	PS_chr10_G044684
PS_chr10_G044685.mRNA.4	PS_chr10_G044685
PS_chr10_G044686.mRNA.2	PS_chr10_G044686
PS_chr10_G044688.mRNA.1	PS_chr10_G044688
PS_chr10_G044689.mRNA.1	PS_chr10_G044689
PS_chr10_G044690.mRNA.8	PS_chr10_G044690
PS_chr10_G044691.mRNA.1	PS_chr10_G044691
PS_chr10_G044692.mRNA.1	PS_chr10_G044692
PS_chr10_G044693.mRNA.1	PS_chr10_G044693
PS_chr10_G044694.mRNA.2	PS_chr10_G044694
PS_chr10_G044695.mRNA.3	PS_chr10_G044695
PS_chr10_G044696.mRNA.1	PS_chr10_G044696
PS_chr10_G044697.mRNA.1	PS_chr10_G044697
PS_chr10_G044698.mRNA.1	PS_chr10_G044698
PS_chr10_G044699.mRNA.1	PS_chr10_G044699
PS_chr10_G044700.mRNA.1	PS_chr10_G044700
PS_chr10_G044701.mRNA.3	PS_chr10_G044701
PS_chr10_G044702.mRNA.4	PS_chr10_G044702
PS_chr10_G044703.mRNA.3	PS_chr10_G044703
PS_chr10_G044704.mRNA.1	PS_chr10_G044704
PS_chr10_G044709.mRNA.1	PS_chr10_G044709
PS_chr10_G044710.mRNA.1	PS_chr10_G044710
PS_chr10_G044711.mRNA.1	PS_chr10_G044711
PS_chr10_G044712.mRNA.4	PS_chr10_G044712
PS_chr10_G044713.mRNA.1	PS_chr10_G044713
PS_chr10_G044714.mRNA.1	PS_chr10_G044714
PS_chr10_G044715.mRNA.1	PS_chr10_G044715
PS_chr10_G044718.mRNA.1	PS_chr10_G044718
PS_chr10_G044722.mRNA.1	PS_chr10_G044722
PS_chr10_G044724.mRNA.1	PS_chr10_G044724
PS_chr10_G044727.mRNA.2	PS_chr10_G044727
PS_chr10_G044728.mRNA.4	PS_chr10_G044728
PS_chr10_G044729.mRNA.1	PS_chr10_G044729
PS_chr10_G044730.mRNA.1	PS_chr10_G044730
PS_chr10_G044731.mRNA.1	PS_chr10_G044731
PS_chr10_G044732.mRNA.1	PS_chr10_G044732
PS_chr10_G044733.mRNA.1	PS_chr10_G044733
PS_chr10_G044734.mRNA.1	PS_chr10_G044734
PS_chr10_G044735.mRNA.1	PS_chr10_G044735
PS_chr10_G044736.mRNA.1	PS_chr10_G044736
PS_chr10_G044737.mRNA.1	PS_chr10_G044737
PS_chr10_G044738.mRNA.2	PS_chr10_G044738
PS_chr10_G044739.mRNA.1	PS_chr10_G044739
PS_chr10_G044742.mRNA.2	PS_chr10_G044742
PS_chr10_G044743.mRNA.2	PS_chr10_G044743
PS_chr10_G044744.mRNA.1	PS_chr10_G044744
PS_chr10_G044745.mRNA.1	PS_chr10_G044745
PS_chr10_G044746.mRNA.1	PS_chr10_G044746
PS_chr10_G044747.mRNA.1	PS_chr10_G044747
PS_chr10_G044748.mRNA.1	PS_chr10_G044748
PS_chr10_G044749.mRNA.1	PS_chr10_G044749
PS_chr10_G044750.mRNA.2	PS_chr10_G044750
PS_chr10_G044753.mRNA.1	PS_chr10_G044753
PS_chr10_G044754.mRNA.1	PS_chr10_G044754
PS_chr10_G044755.mRNA.1	PS_chr10_G044755
PS_chr10_G044756.mRNA.1	PS_chr10_G044756
PS_chr10_G044757.mRNA.2	PS_chr10_G044757
PS_chr10_G044758.mRNA.1	PS_chr10_G044758
PS_chr10_G044759.mRNA.2	PS_chr10_G044759
PS_chr10_G044760.mRNA.1	PS_chr10_G044760
PS_chr10_G044761.mRNA.1	PS_chr10_G044761
PS_chr10_G044762.mRNA.1	PS_chr10_G044762
PS_chr10_G044763.mRNA.2	PS_chr10_G044763
PS_chr10_G044764.mRNA.1	PS_chr10_G044764
PS_chr10_G044765.mRNA.1	PS_chr10_G044765
PS_chr10_G044766.mRNA.1	PS_chr10_G044766
PS_chr10_G044767.mRNA.1	PS_chr10_G044767
PS_chr10_G044768.mRNA.1	PS_chr10_G044768
PS_chr10_G044769.mRNA.1	PS_chr10_G044769
PS_chr10_G044770.mRNA.2	PS_chr10_G044770
PS_chr10_G044771.mRNA.1	PS_chr10_G044771
PS_chr10_G044772.mRNA.3	PS_chr10_G044772
PS_chr10_G044774.mRNA.5	PS_chr10_G044774
PS_chr10_G044775.mRNA.2	PS_chr10_G044775
PS_chr10_G044776.mRNA.3	PS_chr10_G044776
PS_chr10_G044777.mRNA.1	PS_chr10_G044777
PS_chr10_G044778.mRNA.4	PS_chr10_G044778
PS_chr10_G044779.mRNA.8	PS_chr10_G044779
PS_chr10_G044780.mRNA.1	PS_chr10_G044780
PS_chr10_G044781.mRNA.1	PS_chr10_G044781
PS_chr10_G044782.mRNA.3	PS_chr10_G044782
PS_chr10_G044784.mRNA.1	PS_chr10_G044784
PS_chr10_G044786.mRNA.1	PS_chr10_G044786
PS_chr10_G044787.mRNA.1	PS_chr10_G044787
PS_chr10_G044788.mRNA.1	PS_chr10_G044788
PS_chr10_G044789.mRNA.1	PS_chr10_G044789
PS_chr10_G044790.mRNA.1	PS_chr10_G044790
PS_chr10_G044791.mRNA.1	PS_chr10_G044791
PS_chr10_G044792.mRNA.1	PS_chr10_G044792
PS_chr10_G044793.mRNA.1	PS_chr10_G044793
PS_chr10_G044794.mRNA.1	PS_chr10_G044794
PS_chr10_G044795.mRNA.1	PS_chr10_G044795
PS_chr10_G044796.mRNA.1	PS_chr10_G044796
PS_chr10_G044798.mRNA.3	PS_chr10_G044798
PS_chr10_G044799.mRNA.10	PS_chr10_G044799
PS_chr10_G044801.mRNA.1	PS_chr10_G044801
PS_chr10_G044802.mRNA.1	PS_chr10_G044802
PS_chr10_G044803.mRNA.1	PS_chr10_G044803
PS_chr10_G044804.mRNA.3	PS_chr10_G044804
PS_chr10_G044805.mRNA.1	PS_chr10_G044805
PS_chr10_G044806.mRNA.1	PS_chr10_G044806
PS_chr10_G044807.mRNA.1	PS_chr10_G044807
PS_chr10_G044808.mRNA.1	PS_chr10_G044808
PS_chr10_G044809.mRNA.1	PS_chr10_G044809
PS_chr10_G044810.mRNA.7	PS_chr10_G044810
PS_chr10_G044812.mRNA.1	PS_chr10_G044812
PS_chr10_G044813.mRNA.2	PS_chr10_G044813
PS_chr10_G044815.mRNA.1	PS_chr10_G044815
PS_chr10_G044816.mRNA.3	PS_chr10_G044816
PS_chr10_G044817.mRNA.1	PS_chr10_G044817
PS_chr10_G044818.mRNA.1	PS_chr10_G044818
PS_chr10_G044819.mRNA.1	PS_chr10_G044819
PS_chr10_G044820.mRNA.1	PS_chr10_G044820
PS_chr10_G044821.mRNA.1	PS_chr10_G044821
PS_chr10_G044822.mRNA.1	PS_chr10_G044822
PS_chr10_G044823.mRNA.1	PS_chr10_G044823
PS_chr10_G044824.mRNA.5	PS_chr10_G044824
PS_chr10_G044825.mRNA.1	PS_chr10_G044825
PS_chr10_G044826.mRNA.1	PS_chr10_G044826
PS_chr10_G044827.mRNA.1	PS_chr10_G044827
PS_chr10_G044828.mRNA.1	PS_chr10_G044828
PS_chr10_G044829.mRNA.1	PS_chr10_G044829
PS_chr10_G044830.mRNA.1	PS_chr10_G044830
PS_chr10_G044831.mRNA.1	PS_chr10_G044831
PS_chr10_G044832.mRNA.1	PS_chr10_G044832
PS_chr10_G044833.mRNA.1	PS_chr10_G044833
PS_chr10_G044834.mRNA.1	PS_chr10_G044834
PS_chr10_G044835.mRNA.2	PS_chr10_G044835
PS_chr10_G044836.mRNA.1	PS_chr10_G044836
PS_chr10_G044837.mRNA.1	PS_chr10_G044837
PS_chr10_G044838.mRNA.1	PS_chr10_G044838
PS_chr10_G044839.mRNA.1	PS_chr10_G044839
PS_chr10_G044840.mRNA.1	PS_chr10_G044840
PS_chr10_G044841.mRNA.1	PS_chr10_G044841
PS_chr10_G044842.mRNA.1	PS_chr10_G044842
PS_chr10_G044844.mRNA.1	PS_chr10_G044844
PS_chr10_G044845.mRNA.1	PS_chr10_G044845
PS_chr10_G044846.mRNA.1	PS_chr10_G044846
PS_chr10_G044847.mRNA.1	PS_chr10_G044847
PS_chr10_G044848.mRNA.1	PS_chr10_G044848
PS_chr10_G044849.mRNA.4	PS_chr10_G044849
PS_chr10_G044855.mRNA.1	PS_chr10_G044855
PS_chr10_G044856.mRNA.1	PS_chr10_G044856
PS_chr10_G044857.mRNA.1	PS_chr10_G044857
PS_chr10_G044858.mRNA.1	PS_chr10_G044858
PS_chr10_G044859.mRNA.1	PS_chr10_G044859
PS_chr10_G044860.mRNA.3	PS_chr10_G044860
PS_chr10_G044862.mRNA.1	PS_chr10_G044862
PS_chr10_G044863.mRNA.1	PS_chr10_G044863
PS_chr10_G044864.mRNA.6	PS_chr10_G044864
PS_chr10_G044865.mRNA.7	PS_chr10_G044865
PS_chr10_G044867.mRNA.1	PS_chr10_G044867
PS_chr10_G044868.mRNA.1	PS_chr10_G044868
PS_chr10_G044869.mRNA.7	PS_chr10_G044869
PS_chr10_G044871.mRNA.1	PS_chr10_G044871
PS_chr10_G044872.mRNA.1	PS_chr10_G044872
PS_chr10_G044873.mRNA.2	PS_chr10_G044873
PS_chr10_G044875.mRNA.1	PS_chr10_G044875
PS_chr10_G044874.mRNA.9	PS_chr10_G044874
PS_chr10_G044876.mRNA.7	PS_chr10_G044876
PS_chr10_G044877.mRNA.1	PS_chr10_G044877
PS_chr10_G044878.mRNA.1	PS_chr10_G044878
PS_chr10_G044879.mRNA.2	PS_chr10_G044879
PS_chr10_G044880.mRNA.1	PS_chr10_G044880
PS_chr10_G044881.mRNA.2	PS_chr10_G044881
PS_chr10_G044882.mRNA.1	PS_chr10_G044882
PS_chr10_G044883.mRNA.1	PS_chr10_G044883
PS_chr10_G044884.mRNA.1	PS_chr10_G044884
PS_chr10_G044885.mRNA.1	PS_chr10_G044885
PS_chr10_G044886.mRNA.1	PS_chr10_G044886
PS_chr10_G044887.mRNA.4	PS_chr10_G044887
PS_chr10_G044888.mRNA.1	PS_chr10_G044888
PS_chr10_G044889.mRNA.2	PS_chr10_G044889
PS_chr10_G044891.mRNA.1	PS_chr10_G044891
PS_chr10_G044894.mRNA.1	PS_chr10_G044894
PS_chr10_G044895.mRNA.1	PS_chr10_G044895
PS_chr10_G044896.mRNA.1	PS_chr10_G044896
PS_chr10_G044897.mRNA.8	PS_chr10_G044897
PS_chr10_G044899.mRNA.1	PS_chr10_G044899
PS_chr10_G044902.mRNA.1	PS_chr10_G044902
PS_chr11_G044903.mRNA.4	PS_chr11_G044903
PS_chr11_G044905.mRNA.1	PS_chr11_G044905
PS_chr11_G044906.mRNA.1	PS_chr11_G044906
PS_chr11_G044907.mRNA.4	PS_chr11_G044907
PS_chr11_G044908.mRNA.3	PS_chr11_G044908
PS_chr11_G044909.mRNA.1	PS_chr11_G044909
PS_chr11_G044912.mRNA.1	PS_chr11_G044912
PS_chr11_G044913.mRNA.2	PS_chr11_G044913
PS_chr11_G044917.mRNA.1	PS_chr11_G044917
PS_chr11_G044918.mRNA.1	PS_chr11_G044918
PS_chr11_G044919.mRNA.1	PS_chr11_G044919
PS_chr11_G044920.mRNA.1	PS_chr11_G044920
PS_chr11_G044922.mRNA.1	PS_chr11_G044922
PS_chr11_G044923.mRNA.8	PS_chr11_G044923
PS_chr11_G044924.mRNA.2	PS_chr11_G044924
PS_chr11_G044925.mRNA.1	PS_chr11_G044925
PS_chr11_G044926.mRNA.1	PS_chr11_G044926
PS_chr11_G044928.mRNA.2	PS_chr11_G044928
PS_chr11_G044931.mRNA.1	PS_chr11_G044931
PS_chr11_G044932.mRNA.9	PS_chr11_G044932
PS_chr11_G044933.mRNA.4	PS_chr11_G044933
PS_chr11_G044934.mRNA.1	PS_chr11_G044934
PS_chr11_G044935.mRNA.1	PS_chr11_G044935
PS_chr11_G044936.mRNA.1	PS_chr11_G044936
PS_chr11_G044937.mRNA.2	PS_chr11_G044937
PS_chr11_G044938.mRNA.1	PS_chr11_G044938
PS_chr11_G044939.mRNA.1	PS_chr11_G044939
PS_chr11_G044940.mRNA.1	PS_chr11_G044940
PS_chr11_G044941.mRNA.1	PS_chr11_G044941
PS_chr11_G044942.mRNA.2	PS_chr11_G044942
PS_chr11_G044946.mRNA.2	PS_chr11_G044946
PS_chr11_G044948.mRNA.1	PS_chr11_G044948
PS_chr11_G044949.mRNA.1	PS_chr11_G044949
PS_chr11_G044950.mRNA.3	PS_chr11_G044950
PS_chr11_G044951.mRNA.2	PS_chr11_G044951
PS_chr11_G044952.mRNA.3	PS_chr11_G044952
PS_chr11_G044953.mRNA.11	PS_chr11_G044953
PS_chr11_G044954.mRNA.1	PS_chr11_G044954
PS_chr11_G044955.mRNA.1	PS_chr11_G044955
PS_chr11_G044956.mRNA.3	PS_chr11_G044956
PS_chr11_G044957.mRNA.2	PS_chr11_G044957
PS_chr11_G044959.mRNA.1	PS_chr11_G044959
PS_chr11_G044960.mRNA.4	PS_chr11_G044960
PS_chr11_G044961.mRNA.2	PS_chr11_G044961
PS_chr11_G044964.mRNA.4	PS_chr11_G044964
PS_chr11_G044965.mRNA.1	PS_chr11_G044965
PS_chr11_G044966.mRNA.1	PS_chr11_G044966
PS_chr11_G044967.mRNA.2	PS_chr11_G044967
PS_chr11_G044968.mRNA.1	PS_chr11_G044968
PS_chr11_G044969.mRNA.1	PS_chr11_G044969
PS_chr11_G044970.mRNA.1	PS_chr11_G044970
PS_chr11_G044971.mRNA.2	PS_chr11_G044971
PS_chr11_G044972.mRNA.5	PS_chr11_G044972
PS_chr11_G044973.mRNA.1	PS_chr11_G044973
PS_chr11_G044974.mRNA.1	PS_chr11_G044974
PS_chr11_G044975.mRNA.1	PS_chr11_G044975
PS_chr11_G044976.mRNA.1	PS_chr11_G044976
PS_chr11_G044978.mRNA.1	PS_chr11_G044978
PS_chr11_G044979.mRNA.2	PS_chr11_G044979
PS_chr11_G044980.mRNA.1	PS_chr11_G044980
PS_chr11_G044981.mRNA.1	PS_chr11_G044981
PS_chr11_G044982.mRNA.1	PS_chr11_G044982
PS_chr11_G044983.mRNA.3	PS_chr11_G044983
PS_chr11_G044984.mRNA.3	PS_chr11_G044984
PS_chr11_G044986.mRNA.3	PS_chr11_G044986
PS_chr11_G044987.mRNA.1	PS_chr11_G044987
PS_chr11_G044988.mRNA.1	PS_chr11_G044988
PS_chr11_G044989.mRNA.1	PS_chr11_G044989
PS_chr11_G044990.mRNA.2	PS_chr11_G044990
PS_chr11_G044991.mRNA.1	PS_chr11_G044991
PS_chr11_G044992.mRNA.2	PS_chr11_G044992
PS_chr11_G044993.mRNA.1	PS_chr11_G044993
PS_chr11_G044994.mRNA.2	PS_chr11_G044994
PS_chr11_G044995.mRNA.1	PS_chr11_G044995
PS_chr11_G044996.mRNA.2	PS_chr11_G044996
PS_chr11_G044997.mRNA.1	PS_chr11_G044997
PS_chr11_G044998.mRNA.1	PS_chr11_G044998
PS_chr11_G044999.mRNA.1	PS_chr11_G044999
PS_chr11_G045000.mRNA.1	PS_chr11_G045000
PS_chr11_G045001.mRNA.1	PS_chr11_G045001
PS_chr11_G045002.mRNA.1	PS_chr11_G045002
PS_chr11_G045003.mRNA.1	PS_chr11_G045003
PS_chr11_G045004.mRNA.1	PS_chr11_G045004
PS_chr11_G045005.mRNA.1	PS_chr11_G045005
PS_chr11_G045006.mRNA.1	PS_chr11_G045006
PS_chr11_G045007.mRNA.1	PS_chr11_G045007
PS_chr11_G045008.mRNA.1	PS_chr11_G045008
PS_chr11_G045009.mRNA.6	PS_chr11_G045009
PS_chr11_G045011.mRNA.1	PS_chr11_G045011
PS_chr11_G045012.mRNA.1	PS_chr11_G045012
PS_chr11_G045013.mRNA.1	PS_chr11_G045013
PS_chr11_G045014.mRNA.1	PS_chr11_G045014
PS_chr11_G045015.mRNA.3	PS_chr11_G045015
PS_chr11_G045016.mRNA.2	PS_chr11_G045016
PS_chr11_G045017.mRNA.1	PS_chr11_G045017
PS_chr11_G045018.mRNA.1	PS_chr11_G045018
PS_chr11_G045019.mRNA.1	PS_chr11_G045019
PS_chr11_G045020.mRNA.14	PS_chr11_G045020
PS_chr11_G045021.mRNA.1	PS_chr11_G045021
PS_chr11_G045022.mRNA.1	PS_chr11_G045022
PS_chr11_G045023.mRNA.2	PS_chr11_G045023
PS_chr11_G045024.mRNA.1	PS_chr11_G045024
PS_chr11_G045025.mRNA.1	PS_chr11_G045025
PS_chr11_G045026.mRNA.1	PS_chr11_G045026
PS_chr11_G045027.mRNA.1	PS_chr11_G045027
PS_chr11_G045028.mRNA.1	PS_chr11_G045028
PS_chr11_G045031.mRNA.1	PS_chr11_G045031
PS_chr11_G045032.mRNA.1	PS_chr11_G045032
PS_chr11_G045034.mRNA.5	PS_chr11_G045034
PS_chr11_G045035.mRNA.1	PS_chr11_G045035
PS_chr11_G045036.mRNA.1	PS_chr11_G045036
PS_chr11_G045037.mRNA.1	PS_chr11_G045037
PS_chr11_G045038.mRNA.1	PS_chr11_G045038
PS_chr11_G045039.mRNA.1	PS_chr11_G045039
PS_chr11_G045040.mRNA.1	PS_chr11_G045040
PS_chr11_G045041.mRNA.1	PS_chr11_G045041
PS_chr11_G045042.mRNA.1	PS_chr11_G045042
PS_chr11_G045043.mRNA.1	PS_chr11_G045043
PS_chr11_G045044.mRNA.5	PS_chr11_G045044
PS_chr11_G045045.mRNA.2	PS_chr11_G045045
PS_chr11_G045046.mRNA.1	PS_chr11_G045046
PS_chr11_G045047.mRNA.2	PS_chr11_G045047
PS_chr11_G045048.mRNA.1	PS_chr11_G045048
PS_chr11_G045050.mRNA.1	PS_chr11_G045050
PS_chr11_G045051.mRNA.1	PS_chr11_G045051
PS_chr11_G045057.mRNA.1	PS_chr11_G045057
PS_chr11_G045058.mRNA.1	PS_chr11_G045058
PS_chr11_G045061.mRNA.1	PS_chr11_G045061
PS_chr11_G045062.mRNA.1	PS_chr11_G045062
PS_chr11_G045063.mRNA.2	PS_chr11_G045063
PS_chr11_G045064.mRNA.2	PS_chr11_G045064
PS_chr11_G045065.mRNA.1	PS_chr11_G045065
PS_chr11_G045066.mRNA.1	PS_chr11_G045066
PS_chr11_G045067.mRNA.1	PS_chr11_G045067
PS_chr11_G045068.mRNA.1	PS_chr11_G045068
PS_chr11_G045069.mRNA.1	PS_chr11_G045069
PS_chr11_G045070.mRNA.2	PS_chr11_G045070
PS_chr11_G045071.mRNA.1	PS_chr11_G045071
PS_chr11_G045072.mRNA.2	PS_chr11_G045072
PS_chr11_G045075.mRNA.5	PS_chr11_G045075
PS_chr11_G045076.mRNA.1	PS_chr11_G045076
PS_chr11_G045078.mRNA.1	PS_chr11_G045078
PS_chr11_G045077.mRNA.4	PS_chr11_G045077
PS_chr11_G045079.mRNA.2	PS_chr11_G045079
PS_chr11_G045080.mRNA.1	PS_chr11_G045080
PS_chr11_G045081.mRNA.1	PS_chr11_G045081
PS_chr11_G045082.mRNA.1	PS_chr11_G045082
PS_chr11_G045083.mRNA.1	PS_chr11_G045083
PS_chr11_G045084.mRNA.1	PS_chr11_G045084
PS_chr11_G045085.mRNA.1	PS_chr11_G045085
PS_chr11_G045086.mRNA.1	PS_chr11_G045086
PS_chr11_G045088.mRNA.1	PS_chr11_G045088
PS_chr11_G045089.mRNA.1	PS_chr11_G045089
PS_chr11_G045090.mRNA.2	PS_chr11_G045090
PS_chr11_G045091.mRNA.5	PS_chr11_G045091
PS_chr11_G045092.mRNA.6	PS_chr11_G045092
PS_chr11_G045093.mRNA.1	PS_chr11_G045093
PS_chr11_G045094.mRNA.2	PS_chr11_G045094
PS_chr11_G045095.mRNA.6	PS_chr11_G045095
PS_chr11_G045096.mRNA.1	PS_chr11_G045096
PS_chr11_G045097.mRNA.1	PS_chr11_G045097
PS_chr11_G045098.mRNA.1	PS_chr11_G045098
PS_chr11_G045099.mRNA.3	PS_chr11_G045099
PS_chr11_G045101.mRNA.1	PS_chr11_G045101
PS_chr11_G045102.mRNA.1	PS_chr11_G045102
PS_chr11_G045103.mRNA.2	PS_chr11_G045103
PS_chr11_G045104.mRNA.2	PS_chr11_G045104
PS_chr11_G045105.mRNA.1	PS_chr11_G045105
PS_chr11_G045106.mRNA.2	PS_chr11_G045106
PS_chr11_G045107.mRNA.2	PS_chr11_G045107
PS_chr11_G045108.mRNA.1	PS_chr11_G045108
PS_chr11_G045109.mRNA.1	PS_chr11_G045109
PS_chr11_G045110.mRNA.1	PS_chr11_G045110
PS_chr11_G045111.mRNA.1	PS_chr11_G045111
PS_chr11_G045112.mRNA.1	PS_chr11_G045112
PS_chr11_G045113.mRNA.1	PS_chr11_G045113
PS_chr11_G045114.mRNA.1	PS_chr11_G045114
PS_chr11_G045115.mRNA.1	PS_chr11_G045115
PS_chr11_G045116.mRNA.2	PS_chr11_G045116
PS_chr11_G045117.mRNA.1	PS_chr11_G045117
PS_chr11_G045118.mRNA.2	PS_chr11_G045118
PS_chr11_G045119.mRNA.1	PS_chr11_G045119
PS_chr11_G045120.mRNA.4	PS_chr11_G045120
PS_chr11_G045123.mRNA.1	PS_chr11_G045123
PS_chr11_G045124.mRNA.1	PS_chr11_G045124
PS_chr11_G045125.mRNA.1	PS_chr11_G045125
PS_chr11_G045126.mRNA.2	PS_chr11_G045126
PS_chr11_G045127.mRNA.1	PS_chr11_G045127
PS_chr11_G045128.mRNA.1	PS_chr11_G045128
PS_chr11_G045129.mRNA.4	PS_chr11_G045129
PS_chr11_G045130.mRNA.1	PS_chr11_G045130
PS_chr11_G045131.mRNA.1	PS_chr11_G045131
PS_chr11_G045133.mRNA.1	PS_chr11_G045133
PS_chr11_G045134.mRNA.3	PS_chr11_G045134
PS_chr11_G045135.mRNA.2	PS_chr11_G045135
PS_chr11_G045136.mRNA.1	PS_chr11_G045136
